class,pattern,count,kind,examples
connector_bundle,ich wusste nicht dass er,17,bundle,938519;1206;455563
connector_bundle,du wirklich daß tom und,17,bundle,12619084;12615696;12615699
connector_bundle,die wahrheit ist dass ich,17,bundle,1797783;1798267;1798273
connector_bundle,war so heiß dass ich,16,bundle,352313;635891;792663
connector_bundle,und maria wohnen in einem,16,bundle,6131613;2746333;6126822
connector_bundle,tut mir leid dass du,16,bundle,2264804;938493;2297293
connector_bundle,tom und maria sagten mir,16,bundle,6787823;6798165;7372668
connector_bundle,tom dass sie johannes für,16,bundle,7472801;7472803;7477722
connector_bundle,mir leid dass ich dir,16,bundle,909630;343396;596387
connector_bundle,ich werde dafür sorgen dass,16,bundle,2977777;2463297;3081520
connector_bundle,ich möchte dass du mir,16,bundle,2019780;2081893;2720908
connector_bundle,ich bin sehr froh dass,16,bundle,2883361;3404462;2883362
connector_bundle,ich bin froh dass tom,16,bundle,3073389;4918787;5233781
connector_bundle,hat mir gesagt dass ich,16,bundle,3770535;4289750;811722
connector_bundle,gesagt dass sie johannes für,16,bundle,7472807;7472808;7472804
connector_bundle,es tut mir leid wenn,16,bundle,2112474;985901;3539437
connector_bundle,du weißt dass ich dich,16,bundle,1575822;2755616;2999926
connector_bundle,dass tom das getan hat,16,bundle,3588698;6643190;6914622
connector_bundle,dass sie glaubten elke habe,16,bundle,7470044;7470047;7470062
connector_bundle,dass ich das getan habe,16,bundle,7427947;2227043;5215748
connector_bundle,wollt ihr damit sagen daß,15,bundle,12526748;12536992;12526755
connector_bundle,wollen sie damit sagen daß,15,bundle,12526753;12536993;12526756
connector_bundle,wissen warum tom und maria,15,bundle,7421872;7011208;7361212
connector_bundle,wenn ich gewusst hätte dass,15,bundle,1020674;3041632;509739
connector_bundle,wenn du willst kannst du,15,bundle,913751;1804790;926549
connector_bundle,weiß dass das ab morgen,15,bundle,2227794;2227814;2227816
connector_bundle,weil du so bist wie,15,bundle,2881312;2881313;2881314
connector_bundle,versteht sich von selbst dass,15,bundle,782779;725510;760460
connector_bundle,tut mir leid wenn ich,15,bundle,985901;3701469;3701470
connector_bundle,tom und maria wirklich für,15,bundle,7349658;8080242;8080243
connector_bundle,tom und maria gesagt daß,15,bundle,12628394;12616410;12616411
connector_bundle,ich hätte gerne dass du,15,bundle,1047363;1257;1845044
connector_bundle,ich habe nicht gewusst dass,15,bundle,3339075;4051811;1995691
connector_bundle,ich freue mich dass ihr,15,bundle,2636970;2636982;2636996
connector_bundle,glaubst du wirklich dass tom,15,bundle,4257042;6477986;2134112
connector_bundle,es ist schade dass du,15,bundle,550197;338268;605939
connector_bundle,er hat gesagt dass er,15,bundle,1547134;8975740;9984451
connector_bundle,dass sie den weg verlieren,15,bundle,1575260;1575262;1575264
connector_bundle,bleibt nichts anderes übrig als,15,bundle,2195719;2996977;2604545
connector_bundle,angst dass sie den weg,15,bundle,1575260;1575262;1575264
connector_bundle,alt warst du als du,15,bundle,1052541;2062424;2448457
connector_bundle,aber ich habe kein geld,15,bundle,575317;1119205;643624
connector_bundle,würdest du tun wenn du,14,bundle,689622;1699018;940344
connector_bundle,woher wusstest du dass tom,14,bundle,1926147;1926135;1926146
connector_bundle,um sicher zu gehen dass,14,bundle,3856496
connector_bundle,seid ihr euch sicher dass,14,bundle,3411732;7121581;6774709
connector_bundle,pass auf dass du nicht,14,bundle,2265659;372909;2926831
connector_bundle,ob er kommt oder nicht,14,bundle,364459;435717;407188
connector_bundle,mir leid dass ich sie,14,bundle,1848728;708657;786580
connector_bundle,johannes dass sie glaubten dass,14,bundle,7478717;7478722;7478736
connector_bundle,ich freue mich dass ich,14,bundle,2224642;1423804;2250694
connector_bundle,ich bin sicher dass du,14,bundle,2307781;2336575;2480450
connector_bundle,ich bin froh dass sie,14,bundle,2636991;2636994;2465773
connector_bundle,hätte nicht gedacht dass du,14,bundle,1200074;2224170;2690111
connector_bundle,wenn ich reich wäre würde,13,bundle,421875;593090;431273
connector_bundle,was tom und maria wollen,13,bundle,12629633;12629634;6641074
connector_bundle,und ich sage dir wer,13,bundle,900461;424753;804716
connector_bundle,sie hat gesagt dass sie,13,bundle,11859498;9984530;1766142
connector_bundle,sein dass er sie erreicht,13,bundle,2701093;2701096;2701101
connector_bundle,sagten johannes sie glaubten dass,13,bundle,7478720;7478725;7478738
connector_bundle,sagten johannes dass sie meinten,13,bundle,7470055;7470058;7470148
connector_bundle,mir leid dass ich so,13,bundle,367028;561090;562297
connector_bundle,mir auf die nerven wenn,13,bundle,1274882;1274884;1274886
connector_bundle,ist zwei jahre jünger als,13,bundle,435165;484199;909861
connector_bundle,ist höchste zeit dass du,13,bundle,343058;612109;393009
connector_bundle,ich hoffe tom und maria,13,bundle,6970842;7482314;7373445
connector_bundle,ich freue mich sehr dass,13,bundle,3012110;3248669;2736911
connector_bundle,habt ihr tom und maria,13,bundle,12462574;12621147;12628328
connector_bundle,gut und fleißig zu sein,13,bundle,1943461;1943463;1943464
connector_bundle,glaubt ihr tom und maria,13,bundle,12635308;12632056;12615750
connector_bundle,glaubst du tom und maria,13,bundle,12635307;12632055;12615749
connector_bundle,glauben sie tom und maria,13,bundle,12635309;12632057;12615751
connector_bundle,glaube nicht dass tom und,13,bundle,2316999;3315923;6583919
connector_bundle,es sieht so aus dass,13,bundle,1503693;701340;662370
connector_bundle,es ist schade dass sie,13,bundle,403832;1489492;621837
connector_bundle,es ist nicht nötig dass,13,bundle,1598901;709685;1262374
connector_bundle,es ist lange her dass,13,bundle,1207877;508535;1207881
connector_bundle,es gibt nichts besseres als,13,bundle,1179477;591930;1116516
connector_bundle,du siehst so aus als,13,bundle,8466644;8014405;6396122
connector_bundle,dass sie glaubten dass elke,13,bundle,7478717;7478722;7478736
connector_bundle,dass er sein ziel erreicht,13,bundle,
connector_bundle,auf die nerven wenn du,13,bundle,1274882;1274884;1274886
connector_bundle,aber ich glaube nicht dass,13,bundle,2601948;2422492;399138
connector_bundle,wäre mir lieber wenn du,12,bundle,10300257;797636;783204
connector_bundle,willst du nicht dass ich,12,bundle,6611622;2756470;6624866
connector_bundle,wenn ich mit dir rede,12,bundle,1529626;538681;1847104
connector_bundle,wenn ich geld hätte würde,12,bundle,540983;809964;939542
connector_bundle,wenn du nicht willst dass,12,bundle,2027308;12704994;1056493
connector_bundle,wasser der schildkröte sauber und,12,bundle,12499745;12499746;12499747
connector_bundle,was würden sie tun wenn,12,bundle,689628;533803;1128990
connector_bundle,was hieltest du davon wenn,12,bundle,7031242;2705326;2714554
connector_bundle,und maria sagten sie seien,12,bundle,2798434;2798435;7330756
connector_bundle,und maria gesagt daß sie,12,bundle,12628396;12616410;12616411
connector_bundle,tom wäre sehr enttäuscht wenn,12,bundle,6472884;12666263;12666264
connector_bundle,tom und maria unterhielten sich,12,bundle,2418878;2826829;2982223
connector_bundle,tom und maria sagten dass,12,bundle,6767585;6831667;6731052
connector_bundle,tom und maria gar nicht,12,bundle,12612696;12612697;12612698
connector_bundle,tom schloss die augen und,12,bundle,2739094;2757879;2755698
connector_bundle,tom glaubt nicht dass maria,12,bundle,1131153;1131166;1131157
connector_bundle,sieht so aus als würde,12,bundle,1008514;1928628;389079
connector_bundle,schildkröte sauber und frisch ist,12,bundle,12499745;12499746;12499747
connector_bundle,passen sie auf dass sie,12,bundle,639458;639462;1898903
connector_bundle,nicht wissen warum tom und,12,bundle,12623539;12623540;12623541
connector_bundle,johannes sie glaubten dass elke,12,bundle,7478720;7478725;7478738
connector_bundle,johannes dass sie elke nicht,12,bundle,7470146;7470127;7470130
connector_bundle,ich wusste nicht dass ihr,12,bundle,6633544;1514992;2343702
connector_bundle,ich wollte nicht dass tom,12,bundle,7337581;7423188;3645481
connector_bundle,ich habe dir gesagt dass,12,bundle,1045030;3523258;911832
connector_bundle,ich denke nicht dass es,12,bundle,2217699;1107748;1186773
connector_bundle,ich bin froh dass wir,12,bundle,3073390;4168544;5549336
connector_bundle,ich bin davon überzeugt dass,12,bundle,550242;822228;822229
connector_bundle,hieltest du davon wenn wir,12,bundle,7031242;2705326;2714554
connector_bundle,glaube nicht dass tom weiß,12,bundle,4488044;4733962;6486172
connector_bundle,gesagt dass sie das nicht,12,bundle,5315470;5315471;5315472
connector_bundle,für den fall dass es,12,bundle,358213;484266;557854
connector_bundle,es ist kein wunder dass,12,bundle,404906;729930;731818
connector_bundle,es in ordnung wenn ich,12,bundle,4733997;4940447;1695692
connector_bundle,ein mann oder eine frau,12,bundle,3489049;4633813;1309529
connector_bundle,ein hund oder eine katze,12,bundle,3766008;3766017;3766018
connector_bundle,dich weil du so bist,12,bundle,2881312;2881313;2881314
connector_bundle,der schildkröte sauber und frisch,12,bundle,12499745;12499746;12499747
connector_bundle,dass er ans ziel gelangt,12,bundle,
connector_bundle,dass das wasser der schildkröte,12,bundle,12499745;12499746;12499747
connector_bundle,bist du sicher dass es,12,bundle,3556377;1585912;1948476
connector_bundle,bist du sicher dass das,12,bundle,1881394;1190957;3320204
connector_bundle,bis halb drei damit fertig,12,bundle,7341123;7407256;7407257
connector_bundle,wenn er nach hause kommt,11,bundle,2705308;5953478;6616015
connector_bundle,wenn du die straße überquerst,11,bundle,541861;767069;782506
connector_bundle,weiß dass das ihre pflicht,11,bundle,2227750;2227755;2227762
connector_bundle,und maria sagten mir sie,11,bundle,6787823;7372668;7407620
connector_bundle,tom hat gesagt dass mary,11,bundle,4701145;6373514;6373516
connector_bundle,tat so als ob er,11,bundle,2557934;2658953;3556100
connector_bundle,so aus als würde es,11,bundle,6644995;1928628;389079
connector_bundle,sicher zu gehen dass er,11,bundle,
connector_bundle,nicht glauben dass ich das,11,bundle,2144979;1959630;2227041
connector_bundle,mir leid aber ich muss,11,bundle,351689;4142567;338473
connector_bundle,macht mir nichts aus wenn,11,bundle,904875;1079139;905525
connector_bundle,kann es nicht fassen dass,11,bundle,4246232;5528732;4177549
connector_bundle,ist cookie ein hund oder,11,bundle,3766008;3766017;3766018
connector_bundle,ich schlage vor dass du,11,bundle,3439136;3765972;3522783
connector_bundle,ich nehme an dass du,11,bundle,4800942;2634047;4157096
connector_bundle,ich habe gehört dass du,11,bundle,1046948;899803;432625
connector_bundle,ich denke nicht dass er,11,bundle,1286080;418981;1533273
connector_bundle,glaubt ihr daß tom und,11,bundle,12612249;12618860;12612304
connector_bundle,glaubst du daß tom und,11,bundle,12612248;12618859;12612303
connector_bundle,glauben sie daß tom und,11,bundle,12612247;12618862;12612305
connector_bundle,es ist offensichtlich dass er,11,bundle,403788;403789;403786
connector_bundle,drei jahre älter als ich,11,bundle,1060376;720588;2747801
connector_bundle,dass sie glaube johannes habe,11,bundle,7477816;7477833;7477856
connector_bundle,cookie ein hund oder eine,11,bundle,3766008;3766017;3766018
connector_bundle,bist du sicher dass tom,11,bundle,3301632;3405930;4914283
connector_bundle,woher willst du wissen dass,10,bundle,2437487;2437489;4493392
connector_bundle,willst du dass ich das,10,bundle,6624854;1841961;5126104
connector_bundle,werde dafür sorgen dass tom,10,bundle,2977777;3081520;3081526
connector_bundle,tom öffnete die tür und,10,bundle,2745955;2754339;764907
connector_bundle,tom und mary sagen sie,10,bundle,6864548;11539177;11604914
connector_bundle,tom und maria wussten dass,10,bundle,6787814;7536330;7349567
connector_bundle,tom und maria sahen einander,10,bundle,2418884;2419022;2419088
connector_bundle,tom und maria meinten sie,10,bundle,7342555;7342556;7339587
connector_bundle,tom und maria kennen sich,10,bundle,4046076;2747862;2754311
connector_bundle,tom und maria gingen zusammen,10,bundle,2419071;2419124;2419073
connector_bundle,tom sagt dass er das,10,bundle,6557067;6625358;6625359
connector_bundle,tom hätte nicht gedacht dass,10,bundle,4081473;6794039;6391817
connector_bundle,sie sagte mir dass sie,10,bundle,4433461;759463;798478
connector_bundle,sie glaube dass johannes nicht,10,bundle,7477863;7477865;7477880
connector_bundle,pass auf dass du dich,10,bundle,639456;639459;2403776
connector_bundle,ob du willst oder nicht,10,bundle,3191941;1916575;2415279
connector_bundle,mir so vor als ob,10,bundle,3350262;3065119;3065120
connector_bundle,mir leid dass ich nicht,10,bundle,402371;1040115;1875377
connector_bundle,mag es nicht wenn man,10,bundle,3386318;3307826;3773059
connector_bundle,johannes dass sie nicht den,10,bundle,7479348;7479365;7479368
connector_bundle,ist lange her dass ich,10,bundle,1207877;508535;1207881
connector_bundle,ihnen gesagt dass sie das,10,bundle,5315470;5315471;5315472
connector_bundle,ich war mir sicher dass,10,bundle,11984945;11984947;3101488
connector_bundle,ich möchte dass du tom,10,bundle,2632794;3411534;2219240
connector_bundle,ich möchte dass du dich,10,bundle,2736975;2019800;2705949
connector_bundle,ich kann nicht anders als,10,bundle,2039789;1639077;1768823
connector_bundle,ich hoffe dass es dir,10,bundle,878802;603518;678524
connector_bundle,ich denke nicht dass wir,10,bundle,5259317;5259324;3523777
connector_bundle,ich dachte tom und maria,10,bundle,2793423;2938726;6644626
connector_bundle,ich bin hier weil ich,10,bundle,2155973;2716742;2716743
connector_bundle,hältst du tom und maria,10,bundle,12612243;12620806;7349658
connector_bundle,hat tom gesagt dass er,10,bundle,6611638;7452575;7452576
connector_bundle,haltet ihr tom und maria,10,bundle,12612244;12635411;12620807
connector_bundle,halten sie tom und maria,10,bundle,12612246;12635412;12620808
connector_bundle,glaube nicht dass tom das,10,bundle,6644414;6644415;6469948
connector_bundle,gesichtsausdruck sehen sollen als ich,10,bundle,7053886;7053887;7053888
connector_bundle,fürchtet dass sie sich verirren,10,bundle,1575186;1575190;1575194
connector_bundle,fürchten dass sie sich verirren,10,bundle,1575171;1575177;1575179
connector_bundle,frage mich ob tom und,10,bundle,8166145;8556614;8631676
connector_bundle,es ist ein wunder dass,10,bundle,682756;405659;1211080
connector_bundle,er hat mir gesagt dass,10,bundle,8481189;8688361;8560923
connector_bundle,du damit sagen daß tom,10,bundle,12621161;12536990;12447891
connector_bundle,den fall dass es regnet,10,bundle,358213;484266;557854
connector_bundle,daß tom und maria allein,10,bundle,12616553;12616554;12616555
connector_bundle,dass sie sich verirren werden,10,bundle,1575210;1575214;1575221
connector_bundle,dass sie nicht den eindruck,10,bundle,7479348;7479365;7479368
connector_bundle,dass du wieder da bist,10,bundle,1597642;2783575;915939
connector_bundle,dass das von morgen an,10,bundle,2227785;2227846;2227847
connector_bundle,dass das ihre pflicht war,10,bundle,2227762;2227771;2228032
connector_bundle,dass das ihre pflicht ist,10,bundle,2227750;2227755;2227924
connector_bundle,bist du für oder gegen,10,bundle,439771;370011;412277
connector_bundle,bin mir sicher dass er,10,bundle,408524;633662;415985
lexical_bundle,um wie viel uhr,209,bundle,372579;375474;375475
lexical_bundle,ich bin mir nicht sicher,201,bundle,1509574;947990;1422905
lexical_bundle,kennt nicht den unterschied zwischen,176,bundle,1231842;1234496;1234499
lexical_bundle,tom kennt nicht den unterschied,174,bundle,1231842;1234496;1234499
lexical_bundle,maria sagte tom sie glaube,121,bundle,7472814;7477707;7477709
lexical_bundle,ich weiß nicht ob ich,117,bundle,261;93;496845
lexical_bundle,so schnell wie möglich,116,bundle,358412;360653;363490
lexical_bundle,wie man das macht,114,bundle,1231884;352800;747752
lexical_bundle,bin mir nicht sicher ob,105,bundle,1863577;1791742;1853941
lexical_bundle,ist die hauptstadt von,103,bundle,331890;331891;331892
lexical_bundle,maria sagten johannes sie glaubten,100,bundle,7470030;7478713;7478720
lexical_bundle,wie geht es dir,100,bundle,358124;394218;396544
lexical_bundle,auf den ersten blick,100,bundle,397920;362298;397919
lexical_bundle,maria hat gesagt daß sie,98,bundle,12607800;12574459;12612722
lexical_bundle,mit dem rauchen aufzuhören,95,bundle,375499;351688;368268
lexical_bundle,ich erinnere mich an,95,bundle,139486;343509;560050
lexical_bundle,tom ist ein guter,93,bundle,647751;1277070;1354046
lexical_bundle,was hältst du von,90,bundle,374380;367483;369153
lexical_bundle,ich hätte nicht gedacht daß,89,bundle,12513108;12513109;12526113
lexical_bundle,ich habe ein paar,87,bundle,369983;136256;236460
lexical_bundle,was ist der unterschied zwischen,86,bundle,430938;451326;673292
lexical_bundle,was du getan hast,85,bundle,966214;1219083;341149
lexical_bundle,ich wünschte ich wäre,85,bundle,403429;450531;352935
lexical_bundle,an deiner stelle würde ich,83,bundle,486869;486870;363405
lexical_bundle,tom sagte er sei,82,bundle,1932143;2585826;2766626
lexical_bundle,tut mir leid daß ich,81,bundle,12432574;12427902;12432575
lexical_bundle,es tut mir leid daß,81,bundle,12432574;12427902;12432575
lexical_bundle,er hat gesagt daß er,80,bundle,12436340;12448818;12548999
lexical_bundle,ich frage mich ob tom,79,bundle,1971421;2214384;2008066
lexical_bundle,so bald wie möglich,79,bundle,412158;423330;501057
lexical_bundle,was tom gesagt hat,78,bundle,1897922;2660585;1688322
lexical_bundle,mach dir keine sorgen,78,bundle,109;363362;370014
lexical_bundle,nicht den unterschied zwischen einem,77,bundle,1234521;1234524;1234536
lexical_bundle,ich kann mich nicht erinnern,77,bundle,454220;441672;363486
lexical_bundle,was ich gesagt habe,76,bundle,446424;421859;508447
lexical_bundle,er ist ein guter,74,bundle,1209;361488;402374
lexical_bundle,es war einmal ein,73,bundle,401699;353625;633603
lexical_bundle,ich glaube tom ist,72,bundle,1109004;2588836;2585841
lexical_bundle,ich bin mir ziemlich sicher,71,bundle,934391;2297463;2297465
lexical_bundle,zu fuß zur schule,71,bundle,351765;357784;360938
lexical_bundle,ich glaube tom hat,71,bundle,2581213;2585822;2585858
lexical_bundle,es tut mir leid ich,70,bundle,344;360636;338474
lexical_bundle,ich habe angst vor,70,bundle,382346;739304;763270
lexical_bundle,ist ein mensch der,67,bundle,385352;735059;1295917
lexical_bundle,ich habe das buch,67,bundle,359679;358417;359694
lexical_bundle,ich glaube ich bin,67,bundle,1194759;662215;1579328
lexical_bundle,das problem zu lösen,66,bundle,427274;440367;443817
lexical_bundle,mit dem rauchen aufgehört,64,bundle,15773;182039;349908
lexical_bundle,den ganzen tag zu hause,63,bundle,351100;372318;507904
lexical_bundle,wie wäre es mit,63,bundle,721407;360818;370453
lexical_bundle,weiß nicht den unterschied zwischen,62,bundle,1283532;1283546;1283559
lexical_bundle,sagten johannes sie glaubten nicht,62,bundle,7479286;7479292;7479283
lexical_bundle,maria sagten johannes sie seien,62,bundle,7469498;7469499;7469500
lexical_bundle,maria sagte sie sei,62,bundle,6814096;6964747;5462844
lexical_bundle,ist ein mann der,62,bundle,1318098;361051;1368636
lexical_bundle,in der nähe von,62,bundle,949770;392737;591436
lexical_bundle,es fällt mir schwer,61,bundle,366924;637465;655148
lexical_bundle,tom weiß nicht den unterschied,60,bundle,1283532;1283546;1283559
lexical_bundle,nach hause zu gehen,60,bundle,369206;361024;809388
lexical_bundle,ich glaube das ist,60,bundle,1687737;739461;784373
lexical_bundle,ich den ganzen tag,60,bundle,368811;613564;342038
lexical_bundle,würde es dir etwas ausmachen,59,bundle,795111;1219422;1771346
lexical_bundle,sagte tom sie glaube johannes,59,bundle,7472814;7477707;7477782
lexical_bundle,ins kino zu gehen,59,bundle,483376;444052;612131
lexical_bundle,ich frage mich wie,59,bundle,682744;408;624574
lexical_bundle,ich habe dieses buch,58,bundle,343090;359673;361837
lexical_bundle,er sagte er habe,58,bundle,2972276;5698959;2814517
lexical_bundle,ich habe den ganzen tag,57,bundle,509177;570139;655556
lexical_bundle,es hat keinen sinn,57,bundle,416127;444601;640651
lexical_bundle,einmal in der woche,57,bundle,1158967;783280;370175
lexical_bundle,wann hast du das letzte,56,bundle,801638;1747611;1518984
lexical_bundle,sie hat gesagt daß sie,56,bundle,12415792;12424635;12436341
lexical_bundle,maria haben johannes gesagt sie,56,bundle,7469495;7469611;7469613
lexical_bundle,in den letzten jahren,56,bundle,367565;342058;455737
lexical_bundle,es ist nicht leicht,55,bundle,362179;362594;450248
lexical_bundle,er sagte er sei,55,bundle,622905;778378;1709359
lexical_bundle,tom fragte maria ob sie,54,bundle,1081439;1081695;1081193
lexical_bundle,weißt du wie man,54,bundle,392432;578436;609242
lexical_bundle,ich halte es für,54,bundle,1816132;932606;1070590
lexical_bundle,den ganzen tag lang,53,bundle,345257;372323;563290
lexical_bundle,auf der anderen straßenseite,53,bundle,450549;532562;641168
lexical_bundle,ich frage mich warum tom,52,bundle,2436283;3281222;3169848
lexical_bundle,in der mitte des,52,bundle,776433;341225;345571
lexical_bundle,ich dachte du würdest,52,bundle,1820150;165;369927
lexical_bundle,wann hast du das letztemal,51,bundle,7767899;9994436;9999169
lexical_bundle,es ist mir egal was,51,bundle,588920;718515;1690721
lexical_bundle,kannst du mir helfen,51,bundle,348433;606007;515350
lexical_bundle,ist alles in ordnung,51,bundle,576338;923969;454191
lexical_bundle,in ein paar tagen,51,bundle,407490;431384;560612
lexical_bundle,der mensch ist ein,51,bundle,444480;941458;400257
lexical_bundle,den ganzen tag im,51,bundle,391535;594627;362202
lexical_bundle,mein vater hat mir,50,bundle,406891;426351;371712
lexical_bundle,würde es ihnen etwas ausmachen,49,bundle,478983;795115;1219421
lexical_bundle,ich habe genug von,48,bundle,356313;356309;356310
lexical_bundle,geht mir auf die nerven,47,bundle,355046;718445;370087
lexical_bundle,tom hat gesagt er,47,bundle,4009863;4009992;4009968
lexical_bundle,mitten in der nacht,47,bundle,351658;910983;799835
lexical_bundle,ich bin es gewohnt,47,bundle,674012;417250;502029
lexical_bundle,das ist eine gute,47,bundle,372;424678;700317
lexical_bundle,ich weiß nicht ob tom,45,bundle,2747823;2319868;1848808
lexical_bundle,was tom getan hat,45,bundle,1904387;1904389;1904384
lexical_bundle,was ich getan habe,45,bundle,1739725;1918600;401768
lexical_bundle,ich fühle mich wie,45,bundle,1684246;984866;1684257
lexical_bundle,ich finde wir sollten,45,bundle,2581157;2581162;2581155
lexical_bundle,ich denke das ist,45,bundle,1328643;1758572;1779924
lexical_bundle,ich dachte du wärst,45,bundle,1453940;2260007;1295604
lexical_bundle,ich dachte du hättest,45,bundle,2177489;2186751;2142544
lexical_bundle,bei mir zu hause,45,bundle,409091;1037346;1397539
lexical_bundle,mir nicht sicher ob ich,44,bundle,1863577;1791742;2399943
lexical_bundle,haben johannes gesagt sie seien,44,bundle,7469495;7469611;7469613
lexical_bundle,wie lange haben sie,44,bundle,353331;1105837;358330
lexical_bundle,wie lange dauert es,44,bundle,353328;409092;362158
lexical_bundle,in die vereinigten staaten,44,bundle,343470;404695;402390
lexical_bundle,ich interessiere mich für,44,bundle,364481;575567;405817
lexical_bundle,ich dachte ich hätte,44,bundle,1965856;1965858;2302282
lexical_bundle,die ganze nacht lang,44,bundle,1605657;397830;725784
lexical_bundle,sieht aus wie ein,43,bundle,679966;774967;568232
lexical_bundle,sag mir was du,43,bundle,720717;725193;809224
lexical_bundle,mit der arbeit fertig,43,bundle,604142;373533;476116
lexical_bundle,ich hätte gerne einen,43,bundle,341692;404924;439872
lexical_bundle,gestern den ganzen tag,43,bundle,1401797;896438;822792
lexical_bundle,er ist ein mann,43,bundle,369870;486182;457038
lexical_bundle,das buch das ich,43,bundle,917357;361596;379811
lexical_bundle,tom sie glaube johannes sei,42,bundle,7472814;7477707;7477790
lexical_bundle,tom hat gesagt daß er,42,bundle,12454169;12454172;12454168
lexical_bundle,in der letzten zeit,42,bundle,1361397;599029;799605
lexical_bundle,ich glaube nicht an,42,bundle,508500;641181;826140
lexical_bundle,ich denke ich werde,42,bundle,450;344293;395287
lexical_bundle,es ist nicht einfach,42,bundle,452051;343092;366465
lexical_bundle,du kannst mich nicht,42,bundle,924800;1857905;1907309
lexical_bundle,bitte geben sie mir,42,bundle,394346;330600;338345
lexical_bundle,wie kannst du es wagen,41,bundle,367468;484195;590332
lexical_bundle,tom ist ein sehr guter,41,bundle,1941102;2531576;1707063
lexical_bundle,auf der anderen seite des,40,bundle,407770;473802;741423
lexical_bundle,nicht den unterschied zwischen einer,39,bundle,1234538;1234541;1234544
lexical_bundle,in diesem brief geschrieben hatte,39,bundle,2265636;2265641;2265645
lexical_bundle,ich kann mir nicht vorstellen,39,bundle,1831848;403642;1905152
lexical_bundle,ich habe einen freund der,39,bundle,357143;357165;357166
lexical_bundle,ich du wäre würde ich,39,bundle,742417;683203;767233
lexical_bundle,ist das haus in dem,38,bundle,364466;349782;427494
lexical_bundle,ich wüsste gerne warum tom,38,bundle,6372450;6372451;6372449
lexical_bundle,ich kann es kaum erwarten,38,bundle,1909901;2365513;1537802
lexical_bundle,ich habe keine ahnung was,38,bundle,901273;714564;971153
lexical_bundle,hat mir gesagt daß sie,38,bundle,12450623;12450626;12452055
lexical_bundle,bis spät in die nacht,37,bundle,372573;373102;498001
lexical_bundle,ich frage mich ob ich,36,bundle,1699534;628045;675998
lexical_bundle,ich bin es nicht gewohnt,35,bundle,613641;608476;611850
lexical_bundle,es hier in der nähe,35,bundle,344340;367455;413762
lexical_bundle,sind sie sich sicher daß,34,bundle,12522301;12437110;12551285
lexical_bundle,ist nicht so groß wie,34,bundle,344470;377136;379869
lexical_bundle,ich weiß nicht ob er,34,bundle,560565;364459;362760
lexical_bundle,es tut mir sehr leid,34,bundle,459124;783559;1561077
lexical_bundle,bist du dir sicher daß,34,bundle,12522299;12437107;12551284
lexical_bundle,wie weit ist es von,33,bundle,366441;367253;480953
lexical_bundle,seid ihr euch sicher daß,33,bundle,12522300;12437108;12551286
lexical_bundle,machen sie sich keine sorgen,33,bundle,1284867;1123247;548997
lexical_bundle,ich glaube es ist an,33,bundle,1383794;1383793;1383798
lexical_bundle,ich weiß nicht ob sie,32,bundle,612847;358228;1187465
lexical_bundle,hast du in letzter zeit,32,bundle,1827802;677009;366377
lexical_bundle,glaube es ist an der,32,bundle,1383794;1383793;1383798
lexical_bundle,es macht mir nichts aus,32,bundle,904875;445894;724727
lexical_bundle,es ist mir egal ob,32,bundle,1287290;1483630;407188
lexical_bundle,den ich je gesehen habe,32,bundle,345466;357177;371764
lexical_bundle,tut mir leid ich habe,31,bundle,1252;140001;140000
lexical_bundle,mit dem bus zur schule,31,bundle,344996;372327;430501
lexical_bundle,ich kann nicht glauben daß,31,bundle,12551799;12551802;12551803
lexical_bundle,die ich je gesehen habe,31,bundle,1260922;923273;1407681
lexical_bundle,auf dem weg nach hause,31,bundle,938372;454020;525069
lexical_bundle,wann haben sie das letztemal,30,bundle,7767900;9999173;12447846
lexical_bundle,ohne ein wort zu sagen,30,bundle,343025;367510;344315
lexical_bundle,ich wußte gar nicht daß,30,bundle,12448475;12448476;12448477
lexical_bundle,ich wusste nicht was ich,30,bundle,726021;1368312;944095
lexical_bundle,ich glaube nicht daß tom,30,bundle,12581800;12581801;12581802
lexical_bundle,ich bin der einzige der,30,bundle,3217660;3754715;2329318
lexical_bundle,hat gesagt daß sie sich,30,bundle,12415792;12543862;12582506
lexical_bundle,wie heißt die hauptstadt von,29,bundle,2639502;2639513;2639517
lexical_bundle,mit dem auto zur arbeit,29,bundle,3191585;1923658;731110
lexical_bundle,ich weiß nicht ob es,29,bundle,345375;646229;637421
lexical_bundle,der vereinigten staaten von amerika,29,bundle,435542;435551;917350
lexical_bundle,soweit ich weiß ist er,28,bundle,475737;475774;407707
lexical_bundle,sie glaubten elke sei nicht,28,bundle,7470129;7470132;7470133
lexical_bundle,kann es mir nicht leisten,28,bundle,458653;391526;377595
lexical_bundle,johannes sie glaubten nicht elke,28,bundle,7479286;7479292;7479301
lexical_bundle,fing es an zu regnen,28,bundle,426353;781964;338289
lexical_bundle,wann habt ihr das letztemal,27,bundle,12630470;9999172;12447845
lexical_bundle,um die wahrheit zu sagen,27,bundle,367400;606331;591981
lexical_bundle,es tut mir wirklich leid,27,bundle,461394;775963;395863
lexical_bundle,das ist genau das was,27,bundle,1678714;1678718;362674
lexical_bundle,was sie in diesem brief,26,bundle,2265641;2265658;2265661
lexical_bundle,was glaubst du wie viele,26,bundle,6144413;10311884;10569453
